DISTRICT,LATITUDE,LONGITUDE,VENUE,VENUE LATITUDE,VENUE LONGITUDE,VENUE CATEGORY
CHAMBERI,40.434040100000004,-3.7037899,Café Cósmico,40.43372495512541,-3.6998710303779156,Tapas Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Mesón Río Nalón,40.4360741263673,-3.7055697873249756,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Taberna Makandé,40.43714834223119,-3.7039780843811316,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Cantina Canalla,40.437056,-3.703687,Mexican Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Cervecería El Jamón,40.43428470835298,-3.7013669451148443,Tapas Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Orio Pan,40.43480688025589,-3.6993214281831786,Bakery
CHAMBERI,40.434040100000004,-3.7037899,Restaurante Cafe Campiello,40.437080738500875,-3.702584170169327,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Arrocería Costa Blanca,40.43423474336497,-3.7043222508264884,Paella Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Tequilería Güey,40.434014,-3.708162,Taco Place
CHAMBERI,40.434040100000004,-3.7037899,Kloster,40.43110386831426,-3.701964227314411,German Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Entremigas,40.43453971060143,-3.700492655469042,Sandwich Place
CHAMBERI,40.434040100000004,-3.7037899,San Bernardo 115,40.43261241567796,-3.704653788474711,Restaurant
CHAMBERI,40.434040100000004,-3.7037899,La Caña,40.43102554733948,-3.701843372196129,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Mar De Vigo,40.43590802928405,-3.7021532229788883,Seafood Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Kiyota,40.43511512707084,-3.7075816399108574,Sushi Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Thousand Cups,40.433581565634945,-3.7044563689828567,Café
CHAMBERI,40.434040100000004,-3.7037899,La Blanca Doble,40.43535056924652,-3.70041190452733,Café
CHAMBERI,40.434040100000004,-3.7037899,Cafetería Yolanda,40.43503583512488,-3.700403423595844,Café
CHAMBERI,40.434040100000004,-3.7037899,Suchil 15,40.431849,-3.707307,Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Aceytuna,40.432506618241504,-3.703876452520049,Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Tapeando,40.436327079719355,-3.7042893734386206,Diner
CHAMBERI,40.434040100000004,-3.7037899,Huerto Y Brasa,40.437076220047345,-3.704187141044325,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Piscolabis,40.43718403878082,-3.704141468608198,Tapas Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Tasty Poke,40.432853276753356,-3.7047840356785855,Fast Food Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Yakitori,40.43500409434475,-3.7056316532074254,Japanese Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Las Nieves,40.431365050030635,-3.703732242190603,Café
CHAMBERI,40.434040100000004,-3.7037899,100 Montaditos,40.43742161529329,-3.7041903847423767,Sandwich Place
CHAMBERI,40.434040100000004,-3.7037899,Cerveceria Siboni,40.435063,-3.708301,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,TGB - The Good Burger,40.43167330552131,-3.7051620098211,Burger Joint
CHAMBERI,40.434040100000004,-3.7037899,Andry,40.4345041510562,-3.7043666297044657,Café
CHAMBERI,40.434040100000004,-3.7037899,Tierra,40.43398981843915,-3.704318189620396,Mexican Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Restaurante La Playa,40.434116700382894,-3.705677607435815,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,La Familia,40.434981,-3.706238,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Ambrosía healthy FOOD,40.43611976987079,-3.7025642395019536,Fast Food Restaurant
CHAMBERI,40.434040100000004,-3.7037899,La Taberna de Doña Mencía,40.436429,-3.704326,Tapas Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Cafetería Hermar,40.43565204383779,-3.707535922998004,Café
CHAMBERI,40.434040100000004,-3.7037899,Bar Gar-Mar,40.434995774419534,-3.7080513079277573,Spanish Restaurant
CHAMBERI,40.434040100000004,-3.7037899,Bakio artesanos cocineros,40.43070892500862,-3.7054199263958982,Tapas Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Pappone Trattoria,40.44403,-3.6543283,Italian Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,La Tagliatella,40.44401170932558,-3.6559012546479686,Italian Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Domino's pizza,40.44554007297077,-3.651345885098853,Pizza Place
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Fredy's,40.4444278009358,-3.6546283148675704,Spanish Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,La Boulé,40.44848614425519,-3.6534334139490525,Spanish Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,El Mirador de la CEA,40.44827143229594,-3.6514554605347422,Spanish Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Restaurante Chino Peonia,40.4447677824078,-3.6501327261350496,Chinese Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,La Cabaña del Rincón,40.44853839423717,-3.6568088186244276,Molecular Gastronomy Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Viena Capellanes,40.444425064632014,-3.653921339885697,Sandwich Place
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Ddiego,40.44455,-3.6545584,Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Bocatas y más,40.444582200804525,-3.653820991323471,Sandwich Place
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Xaloc,40.44608145148261,-3.6518804977554606,Snack Place
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,O Mamma Mia,40.44467201222129,-3.6537644993650162,Italian Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Föehn Show-Restaurant & Drinks,40.44403409812991,-3.6558704712253953,Mediterranean Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,VIPS Condesa de Venadito,40.44446790810087,-3.6538965938879215,Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Crono,40.443939564086534,-3.656073915149449,Café
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Burger King,40.443761881407454,-3.6565175342610137,Fast Food Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Picaro,40.447747,-3.656327,Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Cafetaria Agastia,40.448417,-3.653358,Spanish Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Mesón de Marcos,40.44298696082224,-3.6557516585220005,Spanish Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,comedor de amara,40.44472478190441,-3.6504449765965337,Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Oveja Que Bala,40.448954075663416,-3.654053657555859,Comfort Food Restaurant
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Cafetería MINECO,40.44315371941416,-3.657439815280323,Breakfast Spot
CIUDAD LINEAL,40.445667799999995,-3.6543843999999996,Restaurante Cuco's,40.44733552552178,-3.6563744446363384,Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,Sidrería Arturo,40.473013600854074,-3.6414654408837968,Spanish Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,Sidreria Xareu,40.475188277232505,-3.6398060395560976,Spanish Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,Miño,40.476332,-3.638878,Spanish Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,Cafetería Dos Mares,40.474473514778815,-3.640853675526044,Café
HORTALEZA,40.4744415,-3.6410998999999995,La Estación,40.475399,-3.639164,Tapas Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,Restaurante Linda,40.4728957221064,-3.639961572461469,Restaurant
HORTALEZA,40.4744415,-3.6410998999999995,The Chicken House,40.474549961996544,-3.639754105229959,Deli / Bodega
HORTALEZA,40.4744415,-3.6410998999999995,Cafe Defia,40.474722,-3.639583,Snack Place
HORTALEZA,40.4744415,-3.6410998999999995,los celtas,40.47416014853005,-3.637249585178435,Spanish Restaurant
LATINA,40.400211299999995,-3.7265186000000003,Mesón Santa Ana,40.40084822022061,-3.7251759711271095,Diner
LATINA,40.400211299999995,-3.7265186000000003,Caseta Ahora Podemos San Isidro,40.39937,-3.7260275,Spanish Restaurant
LATINA,40.400211299999995,-3.7265186000000003,Café Montes,40.402147,-3.724365,Spanish Restaurant
LATINA,40.400211299999995,-3.7265186000000003,Los Amigos,40.40164066245183,-3.7236392237808493,Tapas Restaurant
LATINA,40.400211299999995,-3.7265186000000003,Restaurante Riveira do Miño,40.3984635426062,-3.723792896419437,Seafood Restaurant
MONCLOA-ARAVACA,40.4354706,-3.7316998999999997,Cafetería C.M.U. Barberán,40.43455116083547,-3.733371090831037,Diner
MONCLOA-ARAVACA,40.4354706,-3.7316998999999997,Los Austrias,40.43240164532254,-3.7329750257177943,Spanish Restaurant
MORATALAZ,40.4074211,-3.6493499,Domino's Pizza,40.40715272708473,-3.6474453643402756,Pizza Place
MORATALAZ,40.4074211,-3.6493499,Cafeteria-bolleria  San Román,40.40744777909171,-3.6469830095736895,Bakery
MORATALAZ,40.4074211,-3.6493499,Cafeteria Hannover,40.40746320988734,-3.6482322665233995,Café
MORATALAZ,40.4074211,-3.6493499,Deliyan Kebab,40.40729552176258,-3.648677856682757,Falafel Restaurant
MORATALAZ,40.4074211,-3.6493499,Hechizo Tapas,40.4074672188994,-3.6477023363113403,Tapas Restaurant
MORATALAZ,40.4074211,-3.6493499,Gostlonja,40.407018963539905,-3.6493391582828196,Breakfast Spot
MORATALAZ,40.4074211,-3.6493499,Mi Fresh Sushi,40.40480390485673,-3.6496174335479736,Sushi Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Panaria,40.39606857299805,-3.6647980213165283,Bakery
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Bar Macarena,40.39495198489987,-3.6646485337385024,Burger Joint
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Domino's Pizza,40.393593955749594,-3.660120964050293,Pizza Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Il Bambino,40.39241845585657,-3.6660196308553745,Italian Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Telepizza,40.39234678769337,-3.663108672894909,Pizza Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Cervecería La Cervecera,40.39323840257758,-3.6666116984307333,Spanish Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,PICK UP Express,40.39419181111765,-3.661707489873589,Pizza Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Granier,40.39415189441076,-3.6629254771440327,Snack Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Il Capricceto,40.391533116193976,-3.66084600443483,Café
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,100 Montaditos,40.3955256745578,-3.6639179685186436,Sandwich Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Cafetería Jarra-kas,40.39365639817333,-3.660396572613994,Diner
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Restaurante Cota,40.39166942219313,-3.659128028541775,Diner
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Norky's,40.39556608454319,-3.6647376589556715,Latin American Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,mesón Moreno,40.392669677734375,-3.6581952571868896,Breakfast Spot
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Restaurante Chino Victoria,40.39339784673462,-3.666257858276367,Chinese Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Rodilla,40.396034197710534,-3.664772318804854,Sandwich Place
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,Meson Puerto Foncebadon,40.394103,-3.65742,Restaurant
PUENTE DE VALLECAS,40.393539399999995,-3.6619998999999996,El Shiquitin Del Albaizin,40.394055,-3.657405,Restaurant
RETIRO,40.4131699,-3.6830699,Paellador,40.41482244252682,-3.6826327443122864,Paella Restaurant
RETIRO,40.4131699,-3.6830699,Bar Mirador Ángel Caído,40.411286,-3.682372,Diner
RETIRO,40.4131699,-3.6830699,Fuente Egipcia II,40.41563011003027,-3.683794140815735,Café
RETIRO,40.4131699,-3.6830699,Bar Fuente de la Rosaleda,40.411766287985124,-3.6799344420433044,Café
RETIRO,40.4131699,-3.6830699,Bar El Mirador El Estanque,40.41570087500104,-3.6838437207564,Snack Place
SALAMANCA,40.429721799999996,-3.67975,Los Girasoles Cantina,40.42886088426814,-3.677835270066014,Mexican Restaurant
SALAMANCA,40.429721799999996,-3.67975,Restaurante Sanxenxo,40.429989694863195,-3.6786131618345603,Spanish Restaurant
SALAMANCA,40.429721799999996,-3.67975,Santerra,40.428991,-3.678226,Restaurant
SALAMANCA,40.429721799999996,-3.67975,Bienmesabe,40.429144,-3.67979,Tapas Restaurant
SALAMANCA,40.429721799999996,-3.67975,Muñagorri,40.43129825360115,-3.6773280703427838,Spanish Restaurant
SALAMANCA,40.429721799999996,-3.67975,Inari,40.42927937350418,-3.6782789415371036,Japanese Restaurant
SALAMANCA,40.429721799999996,-3.67975,Taberna Cazorla,40.43138511884835,-3.6780925380180283,Tapas Restaurant
SALAMANCA,40.429721799999996,-3.67975,Sargo,40.430397,-3.6781967,Seafood Restaurant
SALAMANCA,40.429721799999996,-3.67975,Martinete,40.430115359167225,-3.6790571793851288,Restaurant
SALAMANCA,40.429721799999996,-3.67975,Arte y Paladar,40.429510795,-3.678213479,Mediterranean Restaurant
SALAMANCA,40.429721799999996,-3.67975,Casa Carola,40.431279822685944,-3.6776387687072614,Mediterranean Restaurant
SALAMANCA,40.429721799999996,-3.67975,Punto MX,40.427533572754754,-3.6784029447988216,Mexican Restaurant
SALAMANCA,40.429721799999996,-3.67975,Alcaravea,40.43210962945815,-3.6809723801884395,Restaurant
SALAMANCA,40.429721799999996,-3.67975,TreZe Restaurante & Bar,40.42718847645551,-3.678429449556118,Mediterranean Restaurant
SALAMANCA,40.429721799999996,-3.67975,Pimiento verde,40.4321990960196,-3.679473908026305,Spanish Restaurant
SALAMANCA,40.429721799999996,-3.67975,Marisquería El Cantabrico,40.431297156,-3.67716068,Seafood Restaurant
SALAMANCA,40.429721799999996,-3.67975,El Gordo de Velázquez,40.429941702880505,-3.6837258822920957,Restaurant
SALAMANCA,40.429721799999996,-3.67975,St. James,40.43231971639215,-3.681450606565156,Paella Restaurant
SALAMANCA,40.429721799999996,-3.67975,Goiko Grill,40.428843681419195,-3.6754006864803648,Burger Joint
SALAMANCA,40.429721799999996,-3.67975,Ramen Shifu,40.42739329175855,-3.676827705120416,Ramen Restaurant
SALAMANCA,40.429721799999996,-3.67975,La MiMe,40.43126934914327,-3.676784464077443,Snack Place
SALAMANCA,40.429721799999996,-3.67975,Pasteleria Lisboa,40.42995824165036,-3.6757641085718915,Bakery
SALAMANCA,40.429721799999996,-3.67975,Ayala Japón,40.427447526656636,-3.6766177773094864,Japanese Restaurant
SALAMANCA,40.429721799999996,-3.67975,El Patio del Fisgón,40.429014302072574,-3.683145253328561,Mediterranean Restaurant
SALAMANCA,40.429721799999996,-3.67975,Lateral,40.42857398167269,-3.683809286285776,Tapas Restaurant
SALAMANCA,40.429721799999996,-3.67975,Cristina Oria,40.429971,-3.683118,Spanish Restaurant
SALAMANCA,40.429721799999996,-3.67975,Monsieur Sushita,40.428356,-3.683655,Japanese Restaurant
SALAMANCA,40.429721799999996,-3.67975,Ginos Lucca,40.430494,-3.682913,Italian Restaurant
SALAMANCA,40.429721799999996,-3.67975,marconi,40.429159,-3.683979,Restaurant
SALAMANCA,40.429721799999996,-3.67975,El Rocio Restaurante-Bar de Tapas,40.42899086277544,-3.683073743078276,Mediterranean Restaurant
SALAMANCA,40.429721799999996,-3.67975,VIPS Beatriz,40.430465296071866,-3.683501688153945,Burger Joint
SALAMANCA,40.429721799999996,-3.67975,La Celestina,40.42912052633562,-3.683620599435503,Tapas Restaurant
SALAMANCA,40.429721799999996,-3.67975,El Horno,40.42916382480353,-3.6829856858895353,Breakfast Spot
SALAMANCA,40.429721799999996,-3.67975,Pizzeria Luca,40.430287,-3.683464,Pizza Place
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Faborit,40.433005155850665,-3.6280908651237844,Café
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,El Rincon Del Jamon,40.43188580845467,-3.6269965700095224,Spanish Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Frisbee,40.432271,-3.62768,Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Wok Shanghai,40.432464095993346,-3.6270547384213065,Asian Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Restaurante Olive's,40.43365977678921,-3.6256874665975567,Spanish Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Eptisa,40.4318232595984,-3.628565766868505,Cafeteria
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,La Taberna de Chiky,40.43112621633981,-3.628219621199036,Spanish Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Ecome Food,40.431286464230915,-3.6294078366881273,Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Carlejo,40.43128132491907,-3.6302084808013273,Café
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,D'Andruben,40.432726,-3.625338,Spanish Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Pollería El Sabroso,40.43090759403607,-3.630495466447705,Food
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Los Molinos,40.43435860076079,-3.6291033479421944,Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Conxuro,40.434727,-3.6285083,Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Restaurante El Hayedo,40.434307035555904,-3.6300550925923805,Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,La Parada,40.4336316237214,-3.6246620624417347,Spanish Restaurant
SAN BLAS-CANILLEJAS,40.4321838,-3.6278803999999996,Aluka,40.434307,-3.630511,Diner
TETUAN,40.4597511,-3.6975,La Cantina,40.45959713684828,-3.695410204070177,Spanish Restaurant
TETUAN,40.4597511,-3.6975,El Jamón y el Churrasco,40.4604952,-3.6962904,Spanish Restaurant
TETUAN,40.4597511,-3.6975,La Casa de Lee,40.46150011490585,-3.6970959653268807,Chinese Restaurant
TETUAN,40.4597511,-3.6975,Asador Donostiarra,40.461761391322334,-3.6959669945379012,Spanish Restaurant
TETUAN,40.4597511,-3.6975,Sabor Gaucho,40.46019,-3.6943972,Brazilian Restaurant
TETUAN,40.4597511,-3.6975,La Máquina,40.45963768467473,-3.695464094580661,Seafood Restaurant
TETUAN,40.4597511,-3.6975,Duck & Sushi,40.459786,-3.69506,Asian Restaurant
TETUAN,40.4597511,-3.6975,El Astorgano,40.45891354750625,-3.6957039974811106,Spanish Restaurant
TETUAN,40.4597511,-3.6975,MATCHA Restaurante,40.46015,-3.696406,Sushi Restaurant
TETUAN,40.4597511,-3.6975,Shanghai Mama,40.460341,-3.696488,Chinese Restaurant
TETUAN,40.4597511,-3.6975,Pizza Jardín,40.459173763222736,-3.6976259914032905,Pizza Place
TETUAN,40.4597511,-3.6975,Mar de copas,40.46178436279297,-3.700418472290039,Restaurant
TETUAN,40.4597511,-3.6975,Panadería Granier,40.459399572424495,-3.6995751954876046,Bakery
TETUAN,40.4597511,-3.6975,Reto Bar,40.461796675528326,-3.693657192785723,Restaurant
TETUAN,40.4597511,-3.6975,Cafetería Uvepan,40.45908697681247,-3.6999884561601526,Breakfast Spot
TETUAN,40.4597511,-3.6975,Rincón de Tetuán,40.461114135330476,-3.699450214932149,Tapas Restaurant
TETUAN,40.4597511,-3.6975,Mesón Las Murallas,40.45988411522959,-3.6941966918082265,Spanish Restaurant
TETUAN,40.4597511,-3.6975,Ginos Sor Ángela de la Cruz,40.459506672992674,-3.6949149875611464,Italian Restaurant
TETUAN,40.4597511,-3.6975,Nebraska,40.46093277264781,-3.6982869322847978,Burger Joint
TETUAN,40.4597511,-3.6975,Fábrica de Pizzas,40.46002273187751,-3.6989632061825253,Pizza Place
TETUAN,40.4597511,-3.6975,Gourmet Empanadas Argentinas,40.45893043439669,-3.69612956777938,Latin American Restaurant
TETUAN,40.4597511,-3.6975,Restaurante Chino Bahía,40.46066068205582,-3.695873452718816,Chinese Restaurant
TETUAN,40.4597511,-3.6975,El Horno,40.461037890941476,-3.6940631264421953,Breakfast Spot
TETUAN,40.4597511,-3.6975,Fairuz,40.461816,-3.693953,Lebanese Restaurant
USERA,40.382592700000004,-3.7098748,La Peña Soriana,40.38205966731697,-3.711332054192908,Spanish Restaurant
USERA,40.382592700000004,-3.7098748,i go pasta,40.38273048530848,-3.7106745900187987,Asian Restaurant
USERA,40.382592700000004,-3.7098748,Burger King,40.385570207285724,-3.708482964086752,Fast Food Restaurant
USERA,40.382592700000004,-3.7098748,La Barca,40.382425817942426,-3.711258194381242,Spanish Restaurant
USERA,40.382592700000004,-3.7098748,Guo Rong,40.383305,-3.7070637,Chinese Restaurant
USERA,40.382592700000004,-3.7098748,Lomite,40.38314218371982,-3.705825805664062,Asian Restaurant
USERA,40.382592700000004,-3.7098748,Döner Kebap Nemrut,40.38515212459135,-3.7124124673032566,Kebab Restaurant
USERA,40.382592700000004,-3.7098748,Cafetería Apolo,40.385592382762454,-3.7082354382677862,Café
VILLA DE VALLECAS,40.366955499999996,-3.606064,Go! Sushing,40.36595065011101,-3.6034814618937694,Sushi Restaurant
VILLA DE VALLECAS,40.366955499999996,-3.606064,Domino's Pizza,40.368459628514465,-3.6078321054295484,Pizza Place
VILLA DE VALLECAS,40.366955499999996,-3.606064,Telepizza,40.366216358910314,-3.603580369687916,Pizza Place
VILLA DE VALLECAS,40.366955499999996,-3.606064,maki ensanche,40.368558581007505,-3.6079770178617325,Sushi Restaurant
VILLA DE VALLECAS,40.366955499999996,-3.606064,El Gusto es Nuestro,40.36604181856772,-3.60161516338537,Tapas Restaurant
VILLAVERDE,40.3499985,-3.7,La Peña de Francia,40.349395343941836,-3.6996102176440955,Spanish Restaurant
VILLAVERDE,40.3499985,-3.7,Asador de Enrique,40.34841611111215,-3.7018373048199007,Mediterranean Restaurant
VILLAVERDE,40.3499985,-3.7,Grence,40.352206,-3.698912,Diner
VILLAVERDE,40.3499985,-3.7,Marvilla Restaurant,40.352636,-3.700912,South American Restaurant
VILLAVERDE,40.3499985,-3.7,Bar Restaurante Renato,40.350545205149494,-3.704455836619537,Restaurant
